ticker,openTime,closeTime,openDate,openPrice,sellPrice
AAPL,1e+16,1e+18,-,130.0,130
FFIN,1631549006.930646,1631635406.930498,2021-09-13 17:03:26.933256,44.5099983215332,0
PWOD,1631549011.578429,1631635411.578326,2021-09-13 17:03:31.580248,23.809999465942383,0
CZWI,1631550820.182089,1631637220.181736,2021-09-13 17:33:40.187339,13.6899995803833,0
OPOF,1631550824.703459,1631637224.703133,2021-09-13 17:33:44.710406,21.25,0
CCNE,1631551130.139764,1631637530.139512,2021-09-13 17:38:50.146003,24.15999984741211,0
